"date","outbreak_group","outbreak_subgroup","number_ongoing_outbreaks"
2020-11-26,"Workplace","Medical/Health Service",7
2020-11-26,"Workplace","Retail",25
2020-11-26,"Workplace","Farm",5
2020-11-26,"Workplace","Food Processing",21
2020-11-26,"Workplace","Workplace (Other)",155
2020-11-27,"Congregate Care","Hospitals",34
2020-11-27,"Congregate Care","Long-Term Care Homes",112
2020-11-27,"Congregate Care","Retirement Homes",58
2020-11-27,"Congregate Living","Congregate other",11
2020-11-27,"Congregate Living","Correctional Facility",3
2020-11-27,"Congregate Living","Group Home/Supportive Housing",32
2020-11-27,"Congregate Living","Shelter",12
2020-11-27,"Congregate Living","Short-term accommodations",2
2020-11-27,"Education","Child care",49
2020-11-27,"Education","Elementary School",84
2020-11-27,"Education","Elementary/Secondary School",6
2020-11-27,"Education","Post-Secondary School",1
2020-11-27,"Education","Secondary School",24
2020-11-27,"Other/Unknown","Other",21
2020-11-27,"Other/Unknown","Unknown",4
2020-11-27,"Recreational","Bar/restaurant/nightclub",22
2020-11-27,"Recreational","Other recreation",23
2020-11-27,"Recreational","Personal service settings",1
2020-11-27,"Recreational","Recreational fitness",14
2020-11-27,"Workplace","Medical/Health Service",7
2020-11-27,"Workplace","Retail",25
2020-11-27,"Workplace","Farm",5
2020-11-27,"Workplace","Food Processing",18
2020-11-27,"Workplace","Workplace (Other)",162
2020-11-28,"Congregate Care","Hospitals",36
2020-11-28,"Congregate Care","Long-Term Care Homes",112
2020-11-28,"Congregate Care","Retirement Homes",59
2020-11-28,"Congregate Living","Congregate other",11
2020-11-28,"Congregate Living","Correctional Facility",4
2020-11-28,"Congregate Living","Group Home/Supportive Housing",33
2020-11-28,"Congregate Living","Shelter",11
2020-11-28,"Congregate Living","Short-term accommodations",2
2020-11-28,"Education","Child care",46
2020-11-28,"Education","Elementary School",79
2020-11-28,"Education","Elementary/Secondary School",6
2020-11-28,"Education","Post-Secondary School",1
2020-11-28,"Education","Secondary School",23
2020-11-28,"Other/Unknown","Other",24
2020-11-28,"Other/Unknown","Unknown",3
2020-11-28,"Recreational","Bar/restaurant/nightclub",23
2020-11-28,"Recreational","Other recreation",22
2020-11-28,"Recreational","Personal service settings",1
2020-11-28,"Recreational","Recreational fitness",15
2020-11-28,"Workplace","Medical/Health Service",9
2020-11-28,"Workplace","Retail",26
2020-11-28,"Workplace","Farm",6
2020-11-28,"Workplace","Food Processing",16
2020-11-28,"Workplace","Workplace (Other)",164
2020-11-29,"Congregate Care","Hospitals",39
2020-11-29,"Congregate Care","Long-Term Care Homes",114
2020-11-29,"Congregate Care","Retirement Homes",55
2020-11-29,"Congregate Living","Congregate other",10
2020-11-29,"Congregate Living","Correctional Facility",4
2020-11-29,"Congregate Living","Group Home/Supportive Housing",37
2020-11-29,"Congregate Living","Shelter",11
2020-11-29,"Congregate Living","Short-term accommodations",2
2020-11-29,"Education","Child care",46
2020-11-29,"Education","Elementary School",79
2020-11-29,"Education","Elementary/Secondary School",6
2020-11-29,"Education","Post-Secondary School",1
2020-11-29,"Education","Secondary School",22
2020-11-29,"Other/Unknown","Other",27
2020-11-29,"Other/Unknown","Unknown",2
2020-11-29,"Recreational","Bar/restaurant/nightclub",22
2020-11-29,"Recreational","Other recreation",22
2020-11-29,"Recreational","Personal service settings",1
2020-11-29,"Recreational","Recreational fitness",14
2020-11-29,"Workplace","Medical/Health Service",10
2020-11-29,"Workplace","Retail",27
2020-11-29,"Workplace","Farm",6
2020-11-29,"Workplace","Food Processing",16
2020-11-29,"Workplace","Workplace (Other)",171
2020-11-30,"Congregate Care","Hospitals",40
2020-11-30,"Congregate Care","Long-Term Care Homes",117
2020-11-30,"Congregate Care","Retirement Homes",56
2020-11-30,"Congregate Living","Congregate other",14
2020-11-30,"Congregate Living","Correctional Facility",4
2020-11-30,"Congregate Living","Group Home/Supportive Housing",38
2020-11-30,"Congregate Living","Shelter",11
2020-11-30,"Congregate Living","Short-term accommodations",2
2020-11-30,"Education","Child care",46
2020-11-30,"Education","Elementary School",77
2020-11-30,"Education","Elementary/Secondary School",6
2020-11-30,"Education","Post-Secondary School",1
2020-11-30,"Education","Secondary School",25
2020-11-30,"Other/Unknown","Other",28
2020-11-30,"Other/Unknown","Unknown",2
2020-11-30,"Recreational","Bar/restaurant/nightclub",22
2020-11-30,"Recreational","Other recreation",22
2020-11-30,"Recreational","Personal service settings",1
2020-11-30,"Recreational","Recreational fitness",14
2020-11-30,"Workplace","Medical/Health Service",10
2020-11-30,"Workplace","Retail",28
2020-11-30,"Workplace","Farm",6
2020-11-30,"Workplace","Food Processing",16
2020-11-30,"Workplace","Workplace (Other)",173
2020-12-01,"Congregate Care","Hospitals",41
2020-12-01,"Congregate Care","Long-Term Care Homes",118
2020-12-01,"Congregate Care","Retirement Homes",55
2020-12-01,"Congregate Living","Congregate other",14
2020-12-01,"Congregate Living","Correctional Facility",4
2020-12-01,"Congregate Living","Group Home/Supportive Housing",39
2020-12-01,"Congregate Living","Shelter",12
2020-12-01,"Congregate Living","Short-term accommodations",2
2020-12-01,"Education","Child care",47
2020-12-01,"Education","Elementary School",76
2020-12-01,"Education","Elementary/Secondary School",6
2020-12-01,"Education","Post-Secondary School",1
2020-12-01,"Education","Secondary School",27
2020-12-01,"Other/Unknown","Other",27
2020-12-01,"Other/Unknown","Unknown",2
2020-12-01,"Recreational","Bar/restaurant/nightclub",21
2020-12-01,"Recreational","Other recreation",22
2020-12-01,"Recreational","Personal service settings",1
2020-12-01,"Recreational","Recreational fitness",15
2020-12-01,"Workplace","Medical/Health Service",10
2020-12-01,"Workplace","Retail",28
2020-12-01,"Workplace","Farm",6
2020-12-01,"Workplace","Food Processing",16
2020-12-01,"Workplace","Workplace (Other)",175
2020-12-02,"Congregate Care","Hospitals",42
2020-12-02,"Congregate Care","Long-Term Care Homes",117
2020-12-02,"Congregate Care","Retirement Homes",54
2020-12-02,"Congregate Living","Congregate other",14
2020-12-02,"Congregate Living","Correctional Facility",4
2020-12-02,"Congregate Living","Group Home/Supportive Housing",43
2020-12-02,"Congregate Living","Shelter",12
2020-12-02,"Congregate Living","Short-term accommodations",2
2020-12-02,"Education","Child care",49
2020-12-02,"Education","Elementary School",83
2020-12-02,"Education","Elementary/Secondary School",6
2020-12-02,"Education","Post-Secondary School",1
2020-12-02,"Education","Secondary School",30
2020-12-02,"Other/Unknown","Other",6
2020-12-02,"Other/Unknown","Unknown",5
2020-12-02,"Recreational","Bar/restaurant/nightclub",20
2020-12-02,"Recreational","Other recreation",23
2020-12-02,"Recreational","Personal service settings",1
2020-12-02,"Recreational","Recreational fitness",15
2020-12-02,"Workplace","Medical/Health Service",13
2020-12-02,"Workplace","Retail",27
2020-12-02,"Workplace","Farm",6
2020-12-02,"Workplace","Food Processing",20
2020-12-02,"Workplace","Workplace (Other)",162
2020-12-03,"Congregate Care","Hospitals",44
2020-12-03,"Congregate Care","Long-Term Care Homes",117
2020-12-03,"Congregate Care","Retirement Homes",58
2020-12-03,"Congregate Living","Congregate other",15
2020-12-03,"Congregate Living","Correctional Facility",4
2020-12-03,"Congregate Living","Group Home/Supportive Housing",40
2020-12-03,"Congregate Living","Shelter",13
2020-12-03,"Congregate Living","Short-term accommodations",2
2020-12-03,"Education","Child care",47
2020-12-03,"Education","Elementary School",86
2020-12-03,"Education","Elementary/Secondary School",5
2020-12-03,"Education","Post-Secondary School",1
2020-12-03,"Education","Secondary School",30
2020-12-03,"Other/Unknown","Other",11
2020-12-03,"Other/Unknown","Unknown",6
2020-12-03,"Recreational","Bar/restaurant/nightclub",19
2020-12-03,"Recreational","Other recreation",22
2020-12-03,"Recreational","Personal service settings",1
2020-12-03,"Recreational","Recreational fitness",16
2020-12-03,"Workplace","Medical/Health Service",15
2020-12-03,"Workplace","Retail",29
2020-12-03,"Workplace","Farm",6
2020-12-03,"Workplace","Food Processing",20
2020-12-03,"Workplace","Workplace (Other)",159
2020-12-04,"Congregate Care","Hospitals",39
2020-12-04,"Congregate Care","Long-Term Care Homes",117
2020-12-04,"Congregate Care","Retirement Homes",58
2020-12-04,"Congregate Living","Congregate other",14
2020-12-04,"Congregate Living","Correctional Facility",4
2020-12-04,"Congregate Living","Group Home/Supportive Housing",43
2020-12-04,"Congregate Living","Shelter",14
2020-12-04,"Congregate Living","Short-term accommodations",2
2020-12-04,"Education","Child care",49
2020-12-04,"Education","Elementary School",92
2020-12-04,"Education","Elementary/Secondary School",6
2020-12-04,"Education","Post-Secondary School",1
2020-12-04,"Education","Secondary School",29
2020-12-04,"Other/Unknown","Other",16
2020-12-04,"Other/Unknown","Unknown",6
2020-12-04,"Recreational","Bar/restaurant/nightclub",18
2020-12-04,"Recreational","Other recreation",23
2020-12-04,"Recreational","Personal service settings",1
2020-12-04,"Recreational","Recreational fitness",14
2020-12-04,"Workplace","Medical/Health Service",13
2020-12-04,"Workplace","Retail",31
2020-12-04,"Workplace","Farm",6
2020-12-04,"Workplace","Food Processing",20
2020-12-04,"Workplace","Workplace (Other)",157
2020-12-05,"Congregate Care","Hospitals",39
2020-12-05,"Congregate Care","Long-Term Care Homes",116
2020-12-05,"Congregate Care","Retirement Homes",61
2020-12-05,"Congregate Living","Congregate other",14
2020-12-05,"Congregate Living","Correctional Facility",4
2020-12-05,"Congregate Living","Group Home/Supportive Housing",47
2020-12-05,"Congregate Living","Shelter",13
2020-12-05,"Congregate Living","Short-term accommodations",2
2020-12-05,"Education","Child care",51
2020-12-05,"Education","Elementary School",91
2020-12-05,"Education","Elementary/Secondary School",7
2020-12-05,"Education","Post-Secondary School",2
2020-12-05,"Education","Secondary School",33
2020-12-05,"Other/Unknown","Other",21
2020-12-05,"Other/Unknown","Unknown",6
2020-12-05,"Recreational","Bar/restaurant/nightclub",21
2020-12-05,"Recreational","Other recreation",21
2020-12-05,"Recreational","Personal service settings",1
2020-12-05,"Recreational","Recreational fitness",14
2020-12-05,"Workplace","Medical/Health Service",13
2020-12-05,"Workplace","Retail",32
2020-12-05,"Workplace","Farm",6
2020-12-05,"Workplace","Food Processing",20
2020-12-05,"Workplace","Workplace (Other)",169
2020-12-06,"Congregate Care","Hospitals",43
2020-12-06,"Congregate Care","Long-Term Care Homes",115
2020-12-06,"Congregate Care","Retirement Homes",65
2020-12-06,"Congregate Living","Congregate other",16
2020-12-06,"Congregate Living","Correctional Facility",4
2020-12-06,"Congregate Living","Group Home/Supportive Housing",49
2020-12-06,"Congregate Living","Shelter",14
2020-12-06,"Congregate Living","Short-term accommodations",2
2020-12-06,"Education","Child care",50
2020-12-06,"Education","Elementary School",97
2020-12-06,"Education","Elementary/Secondary School",8
2020-12-06,"Education","Post-Secondary School",4
2020-12-06,"Education","Secondary School",32
2020-12-06,"Other/Unknown","Other",25
2020-12-06,"Other/Unknown","Unknown",5
2020-12-06,"Recreational","Bar/restaurant/nightclub",20
2020-12-06,"Recreational","Other recreation",21
2020-12-06,"Recreational","Personal service settings",1
2020-12-06,"Recreational","Recreational fitness",13
2020-12-06,"Workplace","Medical/Health Service",13
2020-12-06,"Workplace","Retail",31
2020-12-06,"Workplace","Farm",6
2020-12-06,"Workplace","Food Processing",20
2020-12-06,"Workplace","Workplace (Other)",168
2020-12-07,"Congregate Care","Hospitals",44
2020-12-07,"Congregate Care","Long-Term Care Homes",118
2020-12-07,"Congregate Care","Retirement Homes",65
2020-12-07,"Congregate Living","Congregate other",18
2020-12-07,"Congregate Living","Correctional Facility",4
2020-12-07,"Congregate Living","Group Home/Supportive Housing",50
2020-12-07,"Congregate Living","Shelter",12
2020-12-07,"Congregate Living","Short-term accommodations",3
2020-12-07,"Education","Child care",47
2020-12-07,"Education","Elementary School",93
2020-12-07,"Education","Elementary/Secondary School",8
2020-12-07,"Education","Post-Secondary School",4
2020-12-07,"Education","Secondary School",33
2020-12-07,"Other/Unknown","Other",27
2020-12-07,"Other/Unknown","Unknown",1
2020-12-07,"Recreational","Bar/restaurant/nightclub",20
2020-12-07,"Recreational","Other recreation",21
2020-12-07,"Recreational","Personal service settings",1
2020-12-07,"Recreational","Recreational fitness",12
2020-12-07,"Workplace","Medical/Health Service",13
2020-12-07,"Workplace","Retail",32
2020-12-07,"Workplace","Farm",6
2020-12-07,"Workplace","Food Processing",20
2020-12-07,"Workplace","Workplace (Other)",162
2020-12-08,"Congregate Care","Hospitals",36
2020-12-08,"Congregate Care","Long-Term Care Homes",125
2020-12-08,"Congregate Care","Retirement Homes",71
2020-12-08,"Congregate Living","Congregate other",19
2020-12-08,"Congregate Living","Correctional Facility",4
2020-12-08,"Congregate Living","Group Home/Supportive Housing",45
2020-12-08,"Congregate Living","Shelter",11
2020-12-08,"Congregate Living","Short-term accommodations",3
2020-12-08,"Education","Child care",48
2020-12-08,"Education","Elementary School",93
2020-12-08,"Education","Elementary/Secondary School",8
2020-12-08,"Education","Post-Secondary School",4
2020-12-08,"Education","Secondary School",31
2020-12-08,"Other/Unknown","Other",27
2020-12-08,"Other/Unknown","Unknown",1
2020-12-08,"Recreational","Bar/restaurant/nightclub",19
2020-12-08,"Recreational","Other recreation",22
2020-12-08,"Recreational","Personal service settings",1
2020-12-08,"Recreational","Recreational fitness",12
2020-12-08,"Workplace","Medical/Health Service",14
2020-12-08,"Workplace","Retail",33
2020-12-08,"Workplace","Farm",6
2020-12-08,"Workplace","Food Processing",20
2020-12-08,"Workplace","Workplace (Other)",158
2020-12-09,"Congregate Care","Hospitals",35
2020-12-09,"Congregate Care","Long-Term Care Homes",126
2020-12-09,"Congregate Care","Retirement Homes",73
2020-12-09,"Congregate Living","Congregate other",21
2020-12-09,"Congregate Living","Correctional Facility",4
2020-12-09,"Congregate Living","Group Home/Supportive Housing",47
2020-12-09,"Congregate Living","Shelter",11
2020-12-09,"Congregate Living","Short-term accommodations",3
2020-12-09,"Education","Child care",49
2020-12-09,"Education","Elementary School",92
2020-12-09,"Education","Elementary/Secondary School",8
2020-12-09,"Education","Post-Secondary School",4
2020-12-09,"Education","Secondary School",29
2020-12-09,"Other/Unknown","Other",6
2020-12-09,"Other/Unknown","Unknown",3
2020-12-09,"Recreational","Bar/restaurant/nightclub",18
2020-12-09,"Recreational","Other recreation",23
2020-12-09,"Recreational","Personal service settings",1
2020-12-09,"Recreational","Recreational fitness",10
2020-12-09,"Workplace","Medical/Health Service",13
2020-12-09,"Workplace","Retail",35
2020-12-09,"Workplace","Farm",6
2020-12-09,"Workplace","Food Processing",26
2020-12-09,"Workplace","Workplace (Other)",160
2020-12-10,"Congregate Care","Hospitals",38
2020-12-10,"Congregate Care","Long-Term Care Homes",130
2020-12-10,"Congregate Care","Retirement Homes",76
2020-12-10,"Congregate Living","Congregate other",22
2020-12-10,"Congregate Living","Correctional Facility",4
